Link,Mobile Name,Price,Rating,Comments,Seller Name,Positive Seller Ratings,Ship on Time,Chat Response Rate
https://www.daraz.pk/products/30i-8gb-128g-13-mp-5000-mah-i432055043-s2061956741.html?search=1,"Infinix Hot 30i , 8GB RAM 128G ROM , Back Camera 13 MP , Fingerprint , 5000 mAh Battery","Rs. 35,999",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/12-4gb-3gb-64gb-g85-12-pta-i397685295-s1941643879.html?search=1,Infinix Hot 12 Ram 4GB+3GB - Rom 64GB Processor G85 Android 12 Box Pack PTA Approved,"Rs. 50,000",,[],Faizzy Tech,93%,100%,Not enough data
https://www.daraz.pk/products/a03-4gb-64gb-65-ips-48mp-5mp-5000-i285966744-s1542011110.html?search=1,Samsung Galaxy A03 || 4GB Ram 64GB Rom || 6.5 Inches IPS Display || 48MP Rear Camera 5MP Front || 5000 mAh - Battery charging 7.75W,"Rs. 38,999",,[],BIN SAEED 1593461556,91%,100%,Not enough data
https://www.daraz.pk/products/8-gb-y35-128-gb-50mp-5000mah-i426273225-s2023619088.html?search=1,"Vivo Y35 , 8GB RAM 128 GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Charging","Rs. 83,999",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/s22-12gb-256gb-5000-mah-i346413244-s1773600802.html?search=1,Samsung Galaxy S22 Ultra 12GB RAM 256GB ROM 5000 mAH,"Rs. 384,999",5.0,"['Mobile time pe mila seller bhi boht nice hai contact kr k pochha k konsa colour chahiye or forn daraz k pas pohnchaya,, mobile pin pack or pta approved milla hai,, over all settisfied']",Mercato trading,91%,87%,100%
https://www.daraz.pk/products/a7-t225n-87-3-mp-3gb-32gb-80-mah-pta-i427515790-s2030859562.html?search=1,Samsung Galaxy Tab A7 Lite T225N 8.7 inches - 8.0 MP Back Camera - 3GB RAM 32GB ROM - 5100mAh Battery - PTA Approved,"Rs. 49,500",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/a-04e-3-gb-32-gb-5-mp-13-mp-2-mp-5000-mah-i425012763-s2015422662.html?search=1,"Samsung Galaxy A 04e RAM 3 GB ROM 32 GB Front Camera 5 MP Back Camera 13 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 31,720",,[],Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/4g-a24-6gb-128gb-5000mah-i432147509-s2064277965.html?search=1,Samsung Galaxy A24 4G || 6GB+6GB Ram 128GB Rom || 5000mAh Battery,"Rs. 76,999",,[],MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/9-8gb-128gb-64-4500-mah-60-i421746908-s1994186812.html?search=1,"Realme 9 pro Plus 8GB Ram 128GB Rom, Display Size 6.4 Inches, Battery Capacity 4500 mAh, Fast charging 60W","Rs. 99,999",5.0,"['Product is same as described, boxed pack Genuine one. Camera is not good for movie recordings, however perfect for photography. Display and processor performance justifies its price tag. Overall satisfied and recommended.']",Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/50-4gb-64gb-66-wach-5000-mah-33w-g96-i425389111-s2014787790.html?search=1,Realme Narzo 50 || 4GB Ram 64GB Rom || 6.6 Inches Display ||5000 mAh - 33W || Mediatek Helio G96,"Rs. 45,999",,[],BIN SAEED 1593461556,91%,100%,Not enough data
https://www.daraz.pk/products/y85-626-hd-4gb-64gb-pta-i427806960-s2033512096.html?search=1,"[Phone Only] Y85 - 6.26"" Full HD Display - Dual Sim - 4GB RAM - 64GB ROM - Snapdragon Processor - Fingerprint Sensor - Android Oreo - PTA Approved - Phone Only (No Charger, No Box, No Accessories Included)","Rs. 19,500",5.0,"['I purchased 2 pieces. both are working fine except the glass cover of the back camera lens of one of the mobiles was displaced which I got repaired locally.', 'purchased 2 pieces. both are working fine except the glass cover of the back camera lens of one of the mobiles was displaced which I got repaired locally.']",Tai Traders,,,
https://www.daraz.pk/products/samsung-galaxy-a04-65-inch-display-3gb-ram-32gb-rom-i396504249-s1921861685.html?search=1,"Samsung Galaxy A04 - 6.5"" Inch Display - 3GB RAM - 32GB ROM","Rs. 23,499",,[],Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/8gb-5g-a54-8gb128gb-256-mah-i433904892-s2081803887.html?search=1,Samsung A54 5G - 8GB RAM 128GB/256GB ROM - 6.4 Inches Display - Dual SIM - 5000mAh Battery,"Rs. 140,000",,[],Mercato trading,91%,87%,100%
https://www.daraz.pk/products/7-3-gb-64-gb-5-mp-13-mp-03-mp-i419478465-s1983968025.html?search=1,Infinix Smart 7 RAM 3 GB ROM 64 GB Front Camera 5 MP Back Camera 13 MP + 0.3 MP,"Rs. 28,880",4.3,"['Trusted seller,very fast delivery received after 2 days, highly recommended', 'Finally received the set with exactly the same color ordered. Satisfied with the seller and obviously hereby recommended', '5 Stars for original product and quick delivery', 'not happy']",Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/2023-4gb-3gb-64gb-5000mah-i410887342-s1964295007.html?search=1,Tecno Spark Go 2023 || 4GB+3GB Ram 64GB Rom || 5000mAh Battery,"Rs. 31,980",,[],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/a14-i422939002-s2001817835.html?search=1,"Samsung Galaxy A14 , 6GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 59,999",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/4gb-c35-1-gb-4-i430546417-s2053294317.html?search=1,"Realme C35 - 6.6"" Inch Display - 4GB RAM - 128GB ROM","Rs. 40,799",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/samsung-galaxy-a24-65-inch-display-6gb-ram-128gb-rom-i424228817-s2010064039.html?search=1,"Samsung Galaxy A24 - 6.5"" Inch Display - 6GB RAM - 128GB ROM","Rs. 71,250",,[],Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/tecno-spark-go-4gb-ram-64gb-rom-5000mah-battery-dual-sim-pta-approved-i427639924-s2032084414.html?search=1,Tecno Spark Go - 4GB Ram 64GB Rom || 5000mAh Battery - Dual SIM - PTA Approved,"Rs. 37,650",,[],kk shop,84%,66%,81%
https://www.daraz.pk/products/6-3gb-64gb-8mp-hd-i395909208-s1921080989.html?search=1,"Infinix Smart 6 - 3GB RAM + 64GB ROM - 8MP Dual Camera - 6.6"" HD+ Display","Rs. 24,799",,[],Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/infinix-smart-7-4gb64gb-i423005238-s2002190738.html?search=1,Infinix Smart 7 4GB+64GB,"Rs. 99,999",,[],Daraz,92%,100%,
https://www.daraz.pk/products/neo-4gb-64gb-g-25-68-mah-i369846179-s1831038981.html?search=1,"TECNO POVA NEO MOBILE PHONE 4GB RAM + 64GB ROM || OCTA CORE, MEDIATek HELIO G 25 || 6.8"" LARGE DISPLAY WITH 6000MAH BIG BATTERY || ONE YEAR BRAND WARRANTY","Rs. 60,100",,[],duggu store,96%,100%,97%
https://www.daraz.pk/products/5-lte-2gb-32gb-652-ips-wach-5000mah-i364360697-s1815828549.html?search=1,Tecno Pop 5 LTE 2GB Ram 32GB Rom 6.52 Inches IPS Display 5000mAh Battery,"Rs. 31,000",5.0,['thanks bohot acha mobile hai good packing jo order kiya hai colour wo he mila hia mobile.or bohot jalde mila hia thanks sir'],CGC TREADER,93%,100%,Not enough data
https://www.daraz.pk/products/20i-wach-4gb-5000mah-pta-i401544355-s1938000532.html?search=1,Infinix Hot 20I || 4GB Ram || 5000mAh Battery || PTA Approved,"Rs. 35,999",5.0,"['the product came lightning fast.. bravo Daraz. looks genuine and reliable. worth buying', 'everything is perfect 💯 original product satisfied thankx daraz seller and rider ..', ""It's too good"", 'Excellent! Received the phone with same specifications and requested color. Appreciate the genuine seller.', 'PTA se approved nahi tha block ho gaya mobile . Buyers be careful', 'quick delivery Original packaging. good stuff 👍', ""I'm happy now"", 'good mobile', '', '', '']",MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/2-4gb-128gb-7000-mah-i421830116-s1995214385.html?search=1,TECNO POVA NEO 2 - 4GB RAM 128GB ROM 7000 mAh BATTERY,"Rs. 43,950",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/20-8gb-256gb-667-5000mah-33-i430450698-s2056184453.html?search=1,Tecno Camon 20 Pro - 8GB RAM 256GB ROM 6.67 Inch AMOLED Display 5000mAh Battery 33W Super Charge,"Rs. 70,000",,[],AHM Mobiles,90%,90%,94%
https://www.daraz.pk/products/10a-4gb-128gb-13mp-g25-pta-i332956899-s1726965896.html?search=1,Xiaomi Redmi 10A Ram 4GB + Rom 128GB Camera 13MP - Helio G25 Box Pack PTA Approved,"Rs. 55,000",5.0,['Good product and affordable price thanks daraz nice product'],Faizzy Tech,93%,100%,Not enough data
https://www.daraz.pk/products/y02s-3gb-32gb-i371471005-s1838341254.html?search=1,Vivo Y02s RAM 3GB ROM 32GB,"Rs. 45,990",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/4gb-a13-64gb-50mp-5-5000mah-i432931406-s2070396945.html?search=1,"Samsung A13 , 4GB RAM 64GB ROM , 50MP Main Camera , Gorilla Glass 5 , Finger Sensor , 5000mAh Fast Charging","Rs. 59,999",,[],AL HAMDULILLAH TRADING,94%,28%,73%
https://www.daraz.pk/products/y22-4-gb-128-gb-8-mp-50-mp-2-mp-li-po-5000-mah-i426219334-s2023507956.html?search=1,"Vivo Y22 RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 79,999",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/8gb-y36-128gb-5000-mah-i426753872-s2026975028.html?search=1,VIVO Y36 - 8GB RAM 128GB ROM - 5000 mAh Battery,"Rs. 63,499",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/a34-8gb-256gb-48mp-5000mah-i431336502-s2080644104.html?search=1,"Samsung A34 , 8GB RAM 256GB ROM , 48MP Main Camera , Fingersensor , 5000mAh Fast Chagng","Rs. 120,299",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/64gb-2gb-8c-13mp-5000mah-pta-i332958259-s1726939723.html?search=1,Tecno Spark 8c 2GB + 64GB Camera 13MP - Battery 5000mah Box Pack PTA Approved,"Rs. 18,500",,[],Faizzy Tech,93%,100%,Not enough data
https://www.daraz.pk/products/4gb-c30-64gb-65-ips-lcd-5000mah-i433508935-s2081007174.html?search=1,Realme C30 - 4GB RAM 64GB ROM - 6.5 Inches Display - IPS LCD - 5000mAh Battery,"Rs. 26,299",,[],KE traders,88%,80%,100%
https://www.daraz.pk/products/4gb-c33-64gb-50mp-5000mah-i425638957-s2018635457.html?search=1,"Realme C33 , 4GB RAM 64GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Battery Capacity","Rs. 30,999",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i428260994-s2049065109.html?search=1,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 47,999",4.6,"['thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘', 'Absoultly Fantastic The Dealer is so trustable. i will recommend to every one. Evevrything was so fantastic timly deliverd fon was pin packed with charger cover glass paper. Effective RAM WITH 256GB 8 GB ROM super camera the dealer also returned me 2000 because i had pay 2000 extra. Agian i would say one of the most trustable dealer . May ALLAH SWT blessed your business with more effeciency.', 'The phone is a star and the seller is a gem. I am always an Infinix phone lover but this one is the best of all. Phones speaker sound quality is pretty good with JBL and HiRes sound. All round fast charging works with any PD 3 charger, irrespective of brand and cable. screen brightness is excellent even if not AMOLED. The golden leather back add premium and flagship look to the phone. Thanks to the seller for answering the queries promptly and sending the pin packed, unactivated phone', 'MA SHA ALLAH jo order kia tha woi same mila ha Mobile bhut zeberdast ha use krnay main. excellent Bint e saeed and draz...', 'thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘', 'Original Mobile phone 📱 Thanks Daraz 😊😊', 'Bohut acha phone hai or MASHAALLAH sa delivery bhi time par hui hai or jo mena color bola tha wohi bhaja hai thank yoy so much', 'Service and product both are great must be recommended this seller', 'ماشاءاللہ جی بہت اچھا موبائل ہے میرے بیٹے کو بہت پسند ایا ہے اور میں چاہ رہا ہوں کہ اس میں ایک سیٹ میں انشاءاللہ 30 پرو بھی منگواؤں', 'amazing delivery before time .. excellent experience.... best seller recommended', 'a nice packing and fastest delivery in sale. i am really impressed now from daraz.', 'The gold color is just amazing 😍 thanks to the seller for the suggestion ☺️', 'Perfect jo maine order kiya tha vahi sem and Good phone thank you daraz', 'Outclass mobile in low budget, well packed and fast delivery. Thanks seller', 'I am so happy for purchased this mobile. I fully recommend 😍😍😍', 'genuine seller, Co-operarive , and good response on chat. Really recomended seller', 'satisfied with rate and product good effort daraz and dealer.', 'very nice phone and not timely slow service', 'Nice product. Good quality. No complains.', 'Amazing Thank Tou', 'very good quality', 'Nice 👍', 'Trust worthy guy', 'Very nice', 'goodproduct', 'Thank You Daraz for this opportunity. First time phone purchase kia tha Online. Dar b tha k kahi k6 glt na ho jay but Allhamdulillah sb fit h. Bht acha phone h. Thora late hua Order but real product receive hua.', 'late dilevry', 'Bhai ap sy 2 phone order kiye payment ap ny ly le or 18 august sy order kiya hoa hai phone daily ap kehty k aj phnch jay ga aj ap ny order he cancel main daal dya ye kia tareeka hai', ""Never Never Never Buy from this Seller. Not well packed, Delivered after 10 days. Not cooperative seller. Don't buy from its store. Price are also high."", 'never recommend bad experience with this store. jhoot py jhoot bas', '#11.11', 'Amazing mobile phone. good delivery time.', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/vivo-v27e-8gb-ram-256gb-rom-64mp-ois-camera-120hz-amoled-display-66w-flash-charge-i421600899-s1992377067.html?search=1,vivo V27e - 8GB RAM - 256GB ROM - 64MP OIS Camera - 120Hz Amoled Display - 66W Flash Charge,"Rs. 99,999",4.4,"['This is very very good quality Amazing Every Colour 80watt fast charger', 'Thank You Daraz And Thanks Vivo Such A Wonderfull Mobile', 'v. Good sound and picture quality having great charging capacity and long time battery 🔋. Really good. I just want to suggest the vivo to add handsfree in accessories.', 'nice product, fine packing', 'amazing phone. excellent look and camera results...', 'Nice product same as shown in picture', 'excellent product with proper packing', 'product with excellent packing.', 'Thank You Daraz And Thanks Vivo Such A Wonderfull Mobile', 'Best seller and genuine product was delivered. Color combination is fantastic. Thanks', 'Awsome packing timely delivery thanksVivo thanks daraz', 'like this item', 'Beautiful set', 'Everything is good but price is little bit high then market price, nearly 6000 expensive then market price, I want my 6000 back, please cooperate with me', 'same as post thanks daraz or vivo mall delivery times ok', 'Delivery is not Good too much delay', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Vivo,92%,32%,82%
https://www.daraz.pk/products/64gb-4gb-a04s-pta-i428189535-s2035326317.html?search=1,Samsung Galaxy A04s 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"Rs. 46,000",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/20-8-gb-256-gb-32-mp-64-mp-2-mp-ai-5000-mah-i428107033-s2035171145.html?search=1,"Tecno Camon 20 RAM 8 GB ROM 256 GB Front Camera 32 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable","Rs. 48,880",,[],ALSAEED COMMUNICATION KHANEWAL,95%,70%,97%
https://www.daraz.pk/products/4gb-8c-128gb-5000-mah-i421549281-s2022865548.html?search=1,Tecno Spark 8C 4GB RAM 128GB ROM 5000 mAh Battery,"Rs. 39,299",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/samsung-galaxy-a13-66-inch-display-4gb-ram-i290940312-s1563556885.html?search=1,"Samsung Galaxy A13 - 6.6"" Inch display - 4GB RAM","Rs. 43,499",4.7,"[""Good Packing And Fast Delivery, Mob is Same As Shown. I'm satisfied from this seller (Shop-Tech Karachi). You shoud also buy from this seller🙂"", 'Mobile buhat he piyara ha bilkul original ha seller b buhat cooperative ha. Highly recommended, thank you Daraz', 'Seller was kind enough to inform that black color is not available... And on insistence he arranged the black color', 'good experience 😊', 'all ok good thanks for reply', 'Samsung Galaxy A13 good packing fast delivery original product', 'over all very good... 10/10. bs color desired ni mila... recommended to all.', ""Product is very good and original made by Samsung. However, Daraz Delivery service wasn't up to the mark as they took 4 to 5 days to deliver this product."", 'warranty card wasnt included but everythig was nee and ok', 'Original product and company sealed. Fast delivery .', ""its as a uts, as we want,mobile is non active as it should be from company, and it's all accessories are completed and packing is also gud"", ""It's good received on time"", ""I don't think the phone is original because only 2 of 4 rear cameras work, the rest don't."", 'Product is as usual original, received in safe packaging. Daraz is always a best & trusted option to buy online.', 'kmaaal ha in time delivery ha thanks draaz team', 'let me know about warranty card of mobile phone.it was not in box', 'Safely delivered intime. I m fully satisfied.', 'nice product 2 days late but fault from daraz rider supplier is ok', 'Nice mobile. delivered well intime. thanks seller and draz', 'mobile was in open market 34500 but I purchase 35700', 'Quality is Good 💯 satisfied', 'Good phone. Just as expected', 'Very nice mobile thanks seller and daraz', 'nice original product nice', 'timely delivered in perfect condition', 'Received as expected, but warranty card is missing, provide warranty card', 'Disappiontment, Phone was repacked and over charged. ZERO RECOMENDATION', 'late delivery and minor scratches on mob glass.', 'Repack mobile', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/4gb-c33-64gb128gb-65-5000mah-i433798517-s2081508657.html?search=1,Realme C33 - 4GB RAM 64GB/128GB ROM - 6.5 Inches Display - 5000mAh Battery,"Rs. 30,199",,[],Mercato trading,91%,87%,100%
https://www.daraz.pk/products/realme-c33-65-inch-display-4gb-ram-64gb-rom-4gb-ram-128gb-rom-i406111379-s1953105559.html?search=1,"Realme C33 - 6.5"" Inch Display - 4GB RAM 64GB ROM - 4GB RAM 128GB ROM","Rs. 44,999",5.0,[],Shop-Tech (Karachi),85%,79%,Not enough data
